id,malware_family,platform,writing_style,description,severity,behaviors,retrieval_queries,candidate_strings,api_calls,registry_keys,mutex_names,domains,yara_template_hint,expected_yara_features,yara_tags
401,botnet,windows,rapport_analyste,La variante observée crée une tâche planifiée pour se relancer périodiquement. Il intègre le poste compromis à un parc de bots coordonnés et participe à des attaques par déni de service distribué.,élevé,command_and_control|impact|persistence,botnet|réseau de zombies|botnet windows|attaque par déni de service,!ddos|PRIVMSG|stratum+tcp://,recv|connect|socket|send,HKLM\System\CurrentControlSet\Services|HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\ZombieGuard,license-activation-srv.net|ota-firmware-push.com,bot_enrollment|ddos|scheduled_task,c2_checkin_string|ddos_command_string|schtasks_create|recv|connect|!ddos|PRIVMSG|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|ddos|scheduled_task
402,botnet,android,description_detaillee,"Le rapport technique détaille un programme qui participe à des attaques par déni de service distribué. Par ailleurs, il enregistre un récepteur de démarrage pour se relancer au boot. Par ailleurs, il recense la configuration et les logiciels installés.",élevé,impact|persistence|discovery,attaque DDoS|minage clandestin|botnet android mobile APK|attaque par déni de service,stratum+tcp://|USER |/api/bot/checkin,HttpURLConnection|AlarmManager|WakefulBroadcastReceiver,,,,ddos|boot_receiver|system_discovery,ddos_command_string|BOOT_COMPLETED_receiver|systeminfo_enum|HttpURLConnection|AlarmManager|stratum+tcp://|USER ,botnet|android|élevé|ddos|boot_receiver|system_discovery
403,botnet,windows,technique,"L'échantillon enrôle la machine dans un réseau de zombies contrôlé à distance, participe à des attaques par déni de service distribué.",élevé,impact|command_and_control,botnet|attaque DDoS|botnet windows|attaque par déni de service,PRIVMSG|stratum+tcp://|!ddos|USER |/api/bot/checkin,InternetOpenW|recv|send|connect,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce|HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,cloud-sync-status.org|secure-cdn-delivery.net,ddos|bot_enrollment,ddos_command_string|c2_checkin_string|InternetOpenW|recv|PRIVMSG|stratum+tcp://|HKCU_Run_Key,botnet|windows|élevé|ddos|bot_enrollment
404,botnet,windows,alerte_courte,SIGNALEMENT : menace qui recense la configuration et les logiciels installés et rattache l'hôte infecté à une infrastructure de commande centralisée.,élevé,command_and_control|discovery,minage clandestin|réseau de zombies|botnet windows,USER |PRIVMSG|NICK |stratum+tcp://,connect|send|recv|InternetOpenW|socket,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\ZombieGuard,ota-firmware-push.com,bot_enrollment|system_discovery,c2_checkin_string|systeminfo_enum|connect|send|USER |PRIVMSG|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|system_discovery
405,botnet,linux,reponse_incident,"L'investigation post-intrusion révèle un composant qui ajoute une tâche cron pour s'exécuter régulièrement, puis génère du trafic d'inondation vers une cible désignée.",élevé,impact|persistence,attaque DDoS|minage clandestin|communication C2 bot|botnet linux|attaque par déni de service,!ddos|NICK |USER ,recv|send|socket|connect,,,,ddos|cron_persistence,ddos_command_string|crontab_entry|recv|send|!ddos|NICK ,botnet|linux|élevé|ddos|cron_persistence
406,botnet,android,alerte_courte,DÉTECTION : menace qui détourne le service d'accessibilité pour rester actif et participe à des attaques par déni de service distribué.,élevé,impact|persistence|defense_evasion|discovery,communication C2 bot|botnet|botnet android mobile APK|attaque par déni de service,stratum+tcp://|!ddos|NICK |USER ,AlarmManager|Socket|WakefulBroadcastReceiver|HttpURLConnection,,,,cryptomining|ddos|accessibility_abuse|system_discovery,stratum+tcp://|ddos_command_string|AccessibilityService|systeminfo_enum|AlarmManager|Socket|!ddos,botnet|android|élevé|cryptomining|ddos|accessibility_abuse|system_discovery
407,botnet,android,technique,"L'échantillon cartographie l'environnement avant d'agir, intègre le poste compromis à un parc de bots coordonnés, lance un mineur clandestin en tâche de fond.",élevé,command_and_control|impact|discovery,réseau de zombies|minage clandestin|attaque DDoS|botnet android mobile APK,NICK |!ddos|/api/bot/checkin,AlarmManager|WakefulBroadcastReceiver|Socket|HttpURLConnection,,,secure-cdn-delivery.net|win-update-patch.net,bot_enrollment|cryptomining|system_discovery,c2_checkin_string|stratum+tcp://|systeminfo_enum|AlarmManager|WakefulBroadcastReceiver|NICK |!ddos,botnet|android|élevé|bot_enrollment|cryptomining|system_discovery
408,botnet,linux,technique,"L'échantillon génère du trafic d'inondation vers une cible désignée, cartographie l'environnement avant d'agir.",élevé,impact|discovery,réseau de zombies|minage clandestin|botnet linux|attaque par déni de service,/api/bot/checkin|PRIVMSG|stratum+tcp://|NICK ,fork|connect|send|socket|recv,,,,ddos|system_discovery,ddos_command_string|systeminfo_enum|fork|connect|/api/bot/checkin|PRIVMSG,botnet|linux|élevé|ddos|system_discovery
409,botnet,android,technique,"L'échantillon écoute l'événement BOOT_COMPLETED pour redémarrer après reboot, génère du trafic d'inondation vers une cible désignée, lance un mineur clandestin en tâche de fond.",élevé,impact|persistence,minage clandestin|attaque DDoS|botnet android mobile APK|attaque par déni de service,/api/bot/checkin|PRIVMSG|!ddos|NICK |stratum+tcp://,Socket|WakefulBroadcastReceiver|HttpURLConnection|AlarmManager,,,,ddos|cryptomining|boot_receiver,ddos_command_string|stratum+tcp://|BOOT_COMPLETED_receiver|Socket|WakefulBroadcastReceiver|/api/bot/checkin|PRIVMSG,botnet|android|élevé|ddos|cryptomining|boot_receiver
410,botnet,android,alerte_courte,DÉTECTION : menace qui recense la configuration et les logiciels installés et enregistre un récepteur de démarrage pour se relancer au boot.,élevé,impact|command_and_control|persistence|discovery,minage clandestin|communication C2 bot|attaque DDoS|botnet android mobile APK,/api/bot/checkin|!ddos|NICK ,AlarmManager|WakefulBroadcastReceiver|Socket|HttpURLConnection,,,ns1.dynamic-resolver.net,cryptomining|bot_enrollment|boot_receiver|system_discovery,stratum+tcp://|c2_checkin_string|BOOT_COMPLETED_receiver|systeminfo_enum|AlarmManager|WakefulBroadcastReceiver|/api/bot/checkin|!ddos,botnet|android|élevé|cryptomining|bot_enrollment|boot_receiver|system_discovery
411,botnet,windows,technique,"L'échantillon participe à des attaques par déni de service distribué, crée une tâche planifiée pour se relancer périodiquement, enrôle la machine dans un réseau de zombies contrôlé à distance.",élevé,command_and_control|impact|persistence,réseau de zombies|communication C2 bot|botnet|botnet windows|attaque par déni de service,stratum+tcp://|!ddos|PRIVMSG|USER ,connect|InternetOpenW|recv,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\BotNetClientMtx,license-activation-srv.net,bot_enrollment|ddos|scheduled_task,c2_checkin_string|ddos_command_string|schtasks_create|connect|InternetOpenW|stratum+tcp://|!ddos|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|ddos|scheduled_task
412,botnet,android,reponse_incident,L'investigation post-intrusion révèle un composant qui intègre le poste compromis à un parc de bots coordonnés.,élevé,command_and_control,réseau de zombies|botnet|communication C2 bot|botnet android mobile APK,PRIVMSG|!ddos|USER ,WakefulBroadcastReceiver|Socket|AlarmManager,,,ns1.dynamic-resolver.net|win-update-patch.net,bot_enrollment,c2_checkin_string|WakefulBroadcastReceiver|Socket|PRIVMSG|!ddos,botnet|android|élevé|bot_enrollment
413,botnet,linux,technique,"L'échantillon planifie son lancement via une entrée crontab, recense la configuration et les logiciels installés, enrôle la machine dans un réseau de zombies contrôlé à distance.",élevé,command_and_control|persistence|discovery,minage clandestin|communication C2 bot|attaque DDoS|botnet linux,NICK |PRIVMSG|!ddos|/api/bot/checkin,fork|connect|send,,,api-telemetry-node.com,bot_enrollment|cron_persistence|system_discovery,c2_checkin_string|crontab_entry|systeminfo_enum|fork|connect|NICK |PRIVMSG,botnet|linux|élevé|bot_enrollment|cron_persistence|system_discovery
414,botnet,linux,alerte_courte,SIGNALEMENT : menace qui exécute des campagnes DDoS sur ordre du contrôleur et injecte une commande dans les fichiers de profil shell de l'utilisateur.,élevé,impact|persistence,réseau de zombies|attaque DDoS|minage clandestin|botnet linux|attaque par déni de service,NICK |/api/bot/checkin|PRIVMSG,connect|socket|fork,,,,ddos|cryptomining|shell_profile,ddos_command_string|stratum+tcp://|bashrc_modification|connect|socket|NICK |/api/bot/checkin,botnet|linux|élevé|ddos|cryptomining|shell_profile
415,botnet,android,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace détourne les ressources de la machine pour miner de la cryptomonnaie, puis intègre le poste compromis à un parc de bots coordonnés, puis détourne le service d'accessibilité pour rester actif.",élevé,impact|command_and_control|persistence|defense_evasion,minage clandestin|botnet|botnet android mobile APK,stratum+tcp://|!ddos|NICK |/api/bot/checkin|PRIVMSG,HttpURLConnection|AlarmManager|WakefulBroadcastReceiver,,,data-backup-vault.com|mail-relay-gateway.org,cryptomining|bot_enrollment|accessibility_abuse,stratum+tcp://|c2_checkin_string|AccessibilityService|HttpURLConnection|AlarmManager|!ddos,botnet|android|élevé|cryptomining|bot_enrollment|accessibility_abuse
416,botnet,windows,description_detaillee,Le rapport technique détaille un programme qui exécute des campagnes DDoS sur ordre du contrôleur.,élevé,impact,botnet|minage clandestin|communication C2 bot|botnet windows|attaque par déni de service,USER |/api/bot/checkin|PRIVMSG|stratum+tcp://,connect|InternetOpenW|recv,HKLM\System\CurrentControlSet\Services,Global\BotNetClientMtx,,ddos,ddos_command_string|connect|InternetOpenW|USER |/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|ddos
417,botnet,linux,technique,"L'échantillon recense la configuration et les logiciels installés, exécute des campagnes DDoS sur ordre du contrôleur, planifie son lancement via une entrée crontab, rattache l'hôte infecté à une infrastructure de commande centralisée.",élevé,command_and_control|impact|persistence|discovery,minage clandestin|réseau de zombies|botnet linux|attaque par déni de service,USER |/api/bot/checkin|!ddos|PRIVMSG,socket|send|connect|recv,,,license-activation-srv.net,bot_enrollment|ddos|cron_persistence|system_discovery,c2_checkin_string|ddos_command_string|crontab_entry|systeminfo_enum|socket|send|USER |/api/bot/checkin,botnet|linux|élevé|bot_enrollment|ddos|cron_persistence|system_discovery
418,botnet,linux,rapport_analyste,Ce logiciel malveillant ajoute une tâche cron pour s'exécuter régulièrement. Il génère du trafic d'inondation vers une cible désignée et énumère les informations système et le domaine.,élevé,impact|persistence|discovery,minage clandestin|communication C2 bot|botnet linux|attaque par déni de service,NICK |!ddos|/api/bot/checkin|USER ,socket|recv|connect,,,,ddos|cron_persistence|system_discovery,ddos_command_string|crontab_entry|systeminfo_enum|socket|recv|NICK |!ddos,botnet|linux|élevé|ddos|cron_persistence|system_discovery
419,botnet,android,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui exécute des campagnes DDoS sur ordre du contrôleur, puis rattache l'hôte infecté à une infrastructure de commande centralisée, puis écoute l'événement BOOT_COMPLETED pour redémarrer après reboot.",élevé,command_and_control|impact|persistence,communication C2 bot|botnet|attaque DDoS|botnet android mobile APK|attaque par déni de service,PRIVMSG|/api/bot/checkin|!ddos,WakefulBroadcastReceiver|Socket|HttpURLConnection|AlarmManager,,,ota-firmware-push.com|cloud-sync-status.org,bot_enrollment|ddos|boot_receiver,c2_checkin_string|ddos_command_string|BOOT_COMPLETED_receiver|WakefulBroadcastReceiver|Socket|PRIVMSG|/api/bot/checkin,botnet|android|élevé|bot_enrollment|ddos|boot_receiver
420,botnet,android,rapport_analyste,L'implant identifié écoute l'événement BOOT_COMPLETED pour redémarrer après reboot. Il exécute des campagnes DDoS sur ordre du contrôleur et recense la configuration et les logiciels installés.,élevé,impact|persistence|discovery,communication C2 bot|botnet|botnet android mobile APK|attaque par déni de service,!ddos|/api/bot/checkin|PRIVMSG,WakefulBroadcastReceiver|AlarmManager|HttpURLConnection|Socket,,,,ddos|boot_receiver|system_discovery,ddos_command_string|BOOT_COMPLETED_receiver|systeminfo_enum|WakefulBroadcastReceiver|AlarmManager|!ddos|/api/bot/checkin,botnet|android|élevé|ddos|boot_receiver|system_discovery
421,botnet,linux,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace intègre le poste compromis à un parc de bots coordonnés, puis détourne les ressources de la machine pour miner de la cryptomonnaie, puis modifie /etc/rc.local pour s'exécuter au démarrage.",élevé,impact|command_and_control|persistence,minage clandestin|réseau de zombies|botnet linux,PRIVMSG|stratum+tcp://|/api/bot/checkin,socket|recv|connect|send,,,ns1.dynamic-resolver.net|cloud-sync-status.org,cryptomining|bot_enrollment|rc_local,stratum+tcp://|c2_checkin_string|rc.local_modification|socket|recv|PRIVMSG,botnet|linux|élevé|cryptomining|bot_enrollment|rc_local
422,botnet,windows,description_detaillee,"L'examen comportemental indique que l'échantillon s'installe comme service Windows pour persister. Par ailleurs, il enrôle la machine dans un réseau de zombies contrôlé à distance.",élevé,command_and_control|persistence,communication C2 bot|réseau de zombies|botnet windows,!ddos|stratum+tcp://|USER ,recv|send|socket|InternetOpenW,HKLM\System\CurrentControlSet\Services|HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,static-asset-host.com,bot_enrollment|windows_service,c2_checkin_string|service_install_string|recv|send|!ddos|stratum+tcp://|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|windows_service
423,botnet,windows,reponse_incident,"L'investigation post-intrusion révèle un composant qui génère du trafic d'inondation vers une cible désignée, puis abonne un événement WMI permanent pour son exécution.",élevé,impact|persistence,communication C2 bot|botnet|botnet windows|attaque par déni de service,PRIVMSG|NICK |/api/bot/checkin,send|socket|connect|InternetOpenW,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,,ddos|wmi_subscription,ddos_command_string|wmi_event_consumer|send|socket|PRIVMSG|NICK |HKCU_Run_Key,botnet|windows|élevé|ddos|wmi_subscription
424,botnet,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui enrôle la machine dans un réseau de zombies contrôlé à distance, puis modifie /etc/rc.local pour s'exécuter au démarrage.",élevé,command_and_control|persistence,botnet|attaque DDoS|réseau de zombies|botnet linux,USER |/api/bot/checkin|PRIVMSG|NICK ,recv|send|fork|socket,,,ns1.dynamic-resolver.net|api-telemetry-node.com,bot_enrollment|rc_local,c2_checkin_string|rc.local_modification|recv|send|USER |/api/bot/checkin,botnet|linux|élevé|bot_enrollment|rc_local
425,botnet,windows,description_detaillee,"L'examen comportemental indique que l'échantillon exploite le processeur de la victime à des fins de minage. Par ailleurs, il recense la configuration et les logiciels installés. Par ailleurs, il enregistre une tâche planifiée déclenchée à l'ouverture de session. Par ailleurs, il participe à des attaques par déni de service distribué.",élevé,impact|persistence|discovery,réseau de zombies|attaque DDoS|botnet windows|attaque par déni de service,stratum+tcp://|/api/bot/checkin|!ddos|USER ,socket|send|InternetOpenW,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,,ddos|cryptomining|scheduled_task|system_discovery,ddos_command_string|stratum+tcp://|schtasks_create|systeminfo_enum|socket|send|/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|ddos|cryptomining|scheduled_task|system_discovery
426,botnet,android,description_detaillee,"Une analyse approfondie montre que la menace enrôle la machine dans un réseau de zombies contrôlé à distance. Par ailleurs, il exécute des campagnes DDoS sur ordre du contrôleur.",élevé,command_and_control|impact,réseau de zombies|attaque DDoS|botnet|botnet android mobile APK|attaque par déni de service,PRIVMSG|/api/bot/checkin|NICK ,AlarmManager|HttpURLConnection|Socket|WakefulBroadcastReceiver,,,mail-relay-gateway.org|api-telemetry-node.com,bot_enrollment|ddos,c2_checkin_string|ddos_command_string|AlarmManager|HttpURLConnection|PRIVMSG|/api/bot/checkin,botnet|android|élevé|bot_enrollment|ddos
427,botnet,linux,alerte_courte,ALERTE : menace qui détourne les scripts d'initialisation système et participe à des attaques par déni de service distribué.,élevé,impact|persistence,botnet|réseau de zombies|botnet linux|attaque par déni de service,stratum+tcp://|USER |PRIVMSG,send|fork|socket,,,,ddos|cryptomining|rc_local,ddos_command_string|stratum+tcp://|rc.local_modification|send|fork|USER ,botnet|linux|élevé|ddos|cryptomining|rc_local
428,botnet,windows,technique,"L'échantillon s'installe comme service Windows pour persister, intègre le poste compromis à un parc de bots coordonnés, exécute des campagnes DDoS sur ordre du contrôleur.",élevé,impact|command_and_control|persistence,attaque DDoS|botnet|botnet windows|attaque par déni de service,USER |/api/bot/checkin|PRIVMSG,InternetOpenW|recv|send|socket|connect,HKLM\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,update-service-check.com|ns1.dynamic-resolver.net,ddos|bot_enrollment|windows_service,ddos_command_string|c2_checkin_string|service_install_string|InternetOpenW|recv|USER |/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|ddos|bot_enrollment|windows_service
429,botnet,linux,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui injecte une commande dans les fichiers de profil shell de l'utilisateur, puis exploite le processeur de la victime à des fins de minage, puis rattache l'hôte infecté à une infrastructure de commande centralisée.",élevé,command_and_control|impact|persistence,botnet|réseau de zombies|botnet linux,!ddos|stratum+tcp://|USER |NICK ,fork|send|connect,,,win-update-patch.net,bot_enrollment|cryptomining|shell_profile,c2_checkin_string|stratum+tcp://|bashrc_modification|fork|send|!ddos,botnet|linux|élevé|bot_enrollment|cryptomining|shell_profile
430,botnet,windows,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui détourne les ressources de la machine pour miner de la cryptomonnaie, puis abonne un événement WMI permanent pour son exécution.",élevé,impact|persistence,botnet|réseau de zombies|botnet windows,PRIVMSG|!ddos|/api/bot/checkin|USER ,socket|send|connect,HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,,cryptomining|wmi_subscription,stratum+tcp://|wmi_event_consumer|socket|send|PRIVMSG|!ddos|HKCU_Run_Key,botnet|windows|élevé|cryptomining|wmi_subscription
431,botnet,windows,rapport_analyste,Ce logiciel malveillant participe à des attaques par déni de service distribué.,élevé,impact,communication C2 bot|attaque DDoS|botnet windows|attaque par déni de service,USER |/api/bot/checkin|!ddos|PRIVMSG,InternetOpenW|recv|send,HKLM\System\CurrentControlSet\Services,Global\ZombieGuard,,ddos,ddos_command_string|InternetOpenW|recv|USER |/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|ddos
432,botnet,android,alerte_courte,DÉTECTION : menace qui génère du trafic d'inondation vers une cible désignée et rattache l'hôte infecté à une infrastructure de commande centralisée.,élevé,command_and_control|impact|persistence|defense_evasion,communication C2 bot|attaque DDoS|minage clandestin|botnet android mobile APK|attaque par déni de service,NICK |/api/bot/checkin|USER ,AlarmManager|WakefulBroadcastReceiver|Socket,,,secure-cdn-delivery.net,bot_enrollment|ddos|accessibility_abuse,c2_checkin_string|ddos_command_string|AccessibilityService|AlarmManager|WakefulBroadcastReceiver|NICK |/api/bot/checkin,botnet|android|élevé|bot_enrollment|ddos|accessibility_abuse
433,botnet,linux,rapport_analyste,Le binaire analysé génère du trafic d'inondation vers une cible désignée. Il recense la configuration et les logiciels installés.,élevé,impact|discovery,minage clandestin|réseau de zombies|botnet linux|attaque par déni de service,NICK |stratum+tcp://|USER |/api/bot/checkin|PRIVMSG,socket|send|recv|fork,,,,ddos|system_discovery,ddos_command_string|systeminfo_enum|socket|send|NICK |stratum+tcp://,botnet|linux|élevé|ddos|system_discovery
434,botnet,windows,alerte_courte,DÉTECTION : menace qui se réinscrit au démarrage par une clé du registre et rattache l'hôte infecté à une infrastructure de commande centralisée.,élevé,impact|command_and_control|persistence,attaque DDoS|minage clandestin|botnet|botnet windows,NICK |/api/bot/checkin|stratum+tcp://|PRIVMSG,connect|InternetOpenW|send|socket|recv,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\BotNetClientMtx,win-update-patch.net,cryptomining|bot_enrollment|registry_persistence,stratum+tcp://|c2_checkin_string|HKCU_Run_Key|connect|InternetOpenW|NICK |/api/bot/checkin,botnet|windows|élevé|cryptomining|bot_enrollment|registry_persistence
435,botnet,windows,rapport_analyste,L'implant identifié déploie un service système malveillant au démarrage. Il génère du trafic d'inondation vers une cible désignée.,élevé,impact|persistence,attaque DDoS|communication C2 bot|botnet|botnet windows|attaque par déni de service,/api/bot/checkin|stratum+tcp://|PRIVMSG|!ddos,socket|connect|send|InternetOpenW,HKLM\Software\Microsoft\Windows\CurrentVersion\Run|HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon,Global\ZombieGuard,,ddos|windows_service,ddos_command_string|service_install_string|socket|connect|/api/bot/checkin|stratum+tcp://|HKCU_Run_Key,botnet|windows|élevé|ddos|windows_service
436,botnet,linux,rapport_analyste,L'implant identifié participe à des attaques par déni de service distribué. Il planifie son lancement via une entrée crontab et détourne les ressources de la machine pour miner de la cryptomonnaie et cartographie l'environnement avant d'agir.,élevé,impact|persistence|discovery,botnet|réseau de zombies|minage clandestin|botnet linux|attaque par déni de service,NICK |USER |!ddos|/api/bot/checkin,recv|fork|connect|socket,,,,cryptomining|ddos|cron_persistence|system_discovery,stratum+tcp://|ddos_command_string|crontab_entry|systeminfo_enum|recv|fork|NICK |USER ,botnet|linux|élevé|cryptomining|ddos|cron_persistence|system_discovery
437,botnet,windows,rapport_analyste,Ce logiciel malveillant déploie un service système malveillant au démarrage. Il participe à des attaques par déni de service distribué.,élevé,impact|persistence,minage clandestin|attaque DDoS|communication C2 bot|botnet windows|attaque par déni de service,USER |stratum+tcp://|NICK |PRIVMSG|/api/bot/checkin,socket|connect|InternetOpenW|send,HKLM\System\CurrentControlSet\Services|HKCU\Software\Microsoft\Windows\CurrentVersion\Run,Global\ZombieGuard,,ddos|windows_service,ddos_command_string|service_install_string|socket|connect|USER |stratum+tcp://|HKCU_Run_Key,botnet|windows|élevé|ddos|windows_service
438,botnet,linux,reponse_incident,"L'investigation post-intrusion révèle un composant qui installe un service systemd pour démarrer automatiquement, puis intègre le poste compromis à un parc de bots coordonnés.",élevé,command_and_control|persistence,botnet|minage clandestin|botnet linux,PRIVMSG|stratum+tcp://|!ddos|NICK |USER ,connect|fork|socket,,,secure-cdn-delivery.net,bot_enrollment|systemd_service,c2_checkin_string|systemd_unit_file|connect|fork|PRIVMSG|stratum+tcp://,botnet|linux|élevé|bot_enrollment|systemd_service
439,botnet,windows,description_detaillee,"L'examen comportemental indique que l'échantillon intègre le poste compromis à un parc de bots coordonnés. Par ailleurs, il abonne un événement WMI permanent pour son exécution. Par ailleurs, il exploite le processeur de la victime à des fins de minage.",élevé,command_and_control|impact|persistence,minage clandestin|attaque DDoS|communication C2 bot|botnet windows,!ddos|/api/bot/checkin|PRIVMSG|USER |stratum+tcp://,recv|socket|InternetOpenW|send,HKLM\System\CurrentControlSet\Services,Global\ZombieGuard,analytics-collector.io|win-update-patch.net,bot_enrollment|cryptomining|wmi_subscription,c2_checkin_string|stratum+tcp://|wmi_event_consumer|recv|socket|!ddos|/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|bot_enrollment|cryptomining|wmi_subscription
440,botnet,linux,description_detaillee,"Le rapport technique détaille un programme qui installe un service systemd pour démarrer automatiquement. Par ailleurs, il détourne les ressources de la machine pour miner de la cryptomonnaie. Par ailleurs, il rattache l'hôte infecté à une infrastructure de commande centralisée.",élevé,command_and_control|impact|persistence,botnet|communication C2 bot|botnet linux,USER |stratum+tcp://|NICK |!ddos|/api/bot/checkin,fork|connect|recv|send,,,ns1.dynamic-resolver.net|cloud-sync-status.org,bot_enrollment|cryptomining|systemd_service,c2_checkin_string|stratum+tcp://|systemd_unit_file|fork|connect|USER ,botnet|linux|élevé|bot_enrollment|cryptomining|systemd_service
441,botnet,linux,technique,"L'échantillon exécute des campagnes DDoS sur ordre du contrôleur, modifie /etc/rc.local pour s'exécuter au démarrage, rattache l'hôte infecté à une infrastructure de commande centralisée.",élevé,command_and_control|impact|persistence,réseau de zombies|botnet|botnet linux|attaque par déni de service,/api/bot/checkin|stratum+tcp://|NICK ,recv|socket|send,,,ns1.dynamic-resolver.net|secure-cdn-delivery.net,bot_enrollment|ddos|rc_local,c2_checkin_string|ddos_command_string|rc.local_modification|recv|socket|/api/bot/checkin|stratum+tcp://,botnet|linux|élevé|bot_enrollment|ddos|rc_local
442,botnet,windows,reponse_incident,"Lors de l'incident, l'acteur a déployé un outil qui détourne les ressources de la machine pour miner de la cryptomonnaie, puis crée une tâche planifiée pour se relancer périodiquement.",élevé,impact|persistence,botnet|réseau de zombies|botnet windows,NICK |PRIVMSG|stratum+tcp://|!ddos,connect|InternetOpenW|send|socket|recv,HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\ZombieGuard,,cryptomining|scheduled_task,stratum+tcp://|schtasks_create|connect|InternetOpenW|NICK |PRIVMSG|HKCU_Run_Key,botnet|windows|élevé|cryptomining|scheduled_task
443,botnet,windows,description_detaillee,"L'examen comportemental indique que l'échantillon rattache l'hôte infecté à une infrastructure de commande centralisée. Par ailleurs, il génère du trafic d'inondation vers une cible désignée. Par ailleurs, il enregistre une tâche planifiée déclenchée à l'ouverture de session.",élevé,impact|command_and_control|persistence,réseau de zombies|minage clandestin|botnet windows|attaque par déni de service,PRIVMSG|/api/bot/checkin|USER ,connect|recv|InternetOpenW|socket,HKLM\System\CurrentControlSet\Services,Global\ZombieGuard,update-service-check.com,ddos|bot_enrollment|scheduled_task,ddos_command_string|c2_checkin_string|schtasks_create|connect|recv|PRIVMSG|/api/bot/checkin|HKCU_Run_Key,botnet|windows|élevé|ddos|bot_enrollment|scheduled_task
444,botnet,android,reponse_incident,"Au cours de la réponse à incident, on a constaté que la menace génère du trafic d'inondation vers une cible désignée, puis enregistre un récepteur de démarrage pour se relancer au boot.",élevé,impact|persistence,botnet|communication C2 bot|botnet android mobile APK|attaque par déni de service,NICK |PRIVMSG|stratum+tcp://,AlarmManager|HttpURLConnection|Socket|WakefulBroadcastReceiver,,,,ddos|boot_receiver,ddos_command_string|BOOT_COMPLETED_receiver|AlarmManager|HttpURLConnection|NICK |PRIVMSG,botnet|android|élevé|ddos|boot_receiver
445,botnet,windows,rapport_analyste,Ce logiciel malveillant enrôle la machine dans un réseau de zombies contrôlé à distance. Il cartographie l'environnement avant d'agir et se réinscrit au démarrage par une clé du registre.,élevé,command_and_control|persistence|discovery,communication C2 bot|botnet|botnet windows,PRIVMSG|!ddos|/api/bot/checkin,socket|send|connect|recv,HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon|HKCU\Software\Microsoft\Windows\CurrentVersion\RunOnce,Global\BotNetClientMtx,static-asset-host.com|ns1.dynamic-resolver.net,bot_enrollment|registry_persistence|system_discovery,c2_checkin_string|HKCU_Run_Key|systeminfo_enum|socket|send|PRIVMSG|!ddos,botnet|windows|élevé|bot_enrollment|registry_persistence|system_discovery
446,botnet,linux,alerte_courte,DÉTECTION : menace qui participe à des attaques par déni de service distribué et déploie une unité systemd afin de persister au boot.,élevé,command_and_control|impact|persistence|discovery,réseau de zombies|minage clandestin|botnet|botnet linux|attaque par déni de service,stratum+tcp://|PRIVMSG|!ddos|NICK ,connect|recv|socket|send,,,data-backup-vault.com|analytics-collector.io,bot_enrollment|ddos|systemd_service|system_discovery,c2_checkin_string|ddos_command_string|systemd_unit_file|systeminfo_enum|connect|recv|stratum+tcp://|PRIVMSG,botnet|linux|élevé|bot_enrollment|ddos|systemd_service|system_discovery
