"id","query_nl","query_style","language","malware_family","malware_type","mitre_technique","mitre_id","rule_name","yara_rule","label","difficulty","source_type"
"59","Write a YARA rule to detect emotet banking trojan c2 communication","short_technical","en","Emotet","banker","Command and Control","T1071","Detect_Emotet_C2","rule Detect_Emotet_C2 : banker trojan c2
{
    meta:
        description = ""Detects Emotet banking trojan C2 communication and mutex artifacts""
        author      = ""Student Dataset""
        date        = ""2026-01-13""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1071/""

    strings:
        // Emotet mutex pattern
        $mutex = ""Global\Emotet"" nocase

        // PDB debug string
        $pdb   = ""emotet"" nocase

        // Fake browser user-agent used by Emotet
        $ua    = ""Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.1)"" wide ascii

        // Network API for C2 contact
        $inet  = ""InternetOpenUrl"" wide ascii

        // Emotet hex signature
        $hex1  = { 8B 45 FC 83 C0 01 89 45 FC 8B 45 FC 3B 45 F4 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($mutex or $pdb) and
        ($ua or $inet or $hex1)
}","malicious","hard","synthetic_paraphrase"
"60","Je veux détecter un ransomware double extorsion qui exfiltre avant de chiffrer les données","short_fr","fr","BlackCat","ransomware","Exfiltration Over C2 Channel","T1041","Detect_DoubleExtortion_Ransomware","rule Detect_DoubleExtortion_Ransomware : ransomware exfiltration
{
    meta:
        description = ""Detects double extortion ransomware: exfiltrates then encrypts""
        author      = ""Student Dataset""
        date        = ""2026-01-13""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1041/""

    strings:
        // Exfiltration tools
        $exfil1 = ""curl.exe""   nocase wide ascii
        $exfil2 = ""rclone.exe"" nocase wide ascii

        // Compression before exfil
        $compress = ""7z.exe""   nocase wide ascii

        // Encryption API
        $encrypt  = ""CryptEncrypt"" wide ascii

        // Ransom note markers
        $note1 = ""YOUR FILES ARE ENCRYPTED""   nocase
        $note2 = ""double extortion""           nocase
        $note3 = ""visit our dark web""         nocase

    condition:
        pe.is_pe and
        filesize < 20MB and
        ($exfil1 or $exfil2 or $compress) and
        $encrypt and
        any of ($note1, $note2, $note3)
}","malicious","hard","synthetic_paraphrase"
"61","Find any PE file that trojan modifying windows registry run key for startup persistence","short_technical","en","Generic Trojan","trojan","Registry Run Keys","T1547.001","Detect_Registry_Run_Persistence","rule Detect_Registry_Run_Persistence : trojan persistence
{
    meta:
        description = ""Detects trojan adding itself to registry Run key for persistence at startup""
        author      = ""Student Dataset""
        date        = ""2026-01-13""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1547/001/""

    strings:
        // Registry autorun keys
        $reg1 = ""SOFTWARE\Microsoft\Windows\CurrentVersion\Run""     wide ascii
        $reg2 = ""SOFTWARE\Microsoft\Windows\CurrentVersion\RunOnce"" wide ascii

        // API to write registry value
        $api1 = ""RegSetValueEx""  wide ascii
        $api2 = ""RegOpenKeyEx""   wide ascii

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($reg1 or $reg2) and
        $api1 and $api2
}","malicious","easy","synthetic_paraphrase"
"62","Générer une signature YARA pour un dropper powershell qui télécharge et exécute du code malveillant","short_fr","fr","PowerShell Dropper","dropper","Command and Scripting Interpreter","T1059.001","Detect_PowerShell_Download_Cradle","rule Detect_PowerShell_Download_Cradle : dropper powershell
{
    meta:
        description = ""Detects PowerShell download cradle executing remote payload""
        author      = ""Student Dataset""
        date        = ""2026-01-14""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1059/001/""

    strings:
        // PowerShell invocation
        $ps1  = ""powershell""         nocase wide ascii
        $ps2  = ""pwsh""               nocase wide ascii

        // Download methods
        $dl1  = ""DownloadString""     wide ascii
        $dl2  = ""DownloadFile""       wide ascii
        $dl3  = ""WebClient""          wide ascii

        // Execute downloaded code
        $exec1 = ""IEX""               wide ascii
        $exec2 = ""Invoke-Expression"" nocase wide ascii

        // Bypass execution policy
        $bypass = ""-ExecutionPolicy Bypass"" nocase

    condition:
        filesize < 5MB and
        ($ps1 or $ps2) and
        ($dl1 or $dl2 or $dl3) and
        ($exec1 or $exec2 or $bypass)
}","malicious","medium","synthetic_paraphrase"
"63","Generate a detection for rootkit that hooks ssdt to hide processes from the os","short_technical","en","Generic Rootkit","rootkit","Hide Artifacts","T1564","Detect_Rootkit_SSDT_Hook","rule Detect_Rootkit_SSDT_Hook : rootkit kernel
{
    meta:
        description = ""Detects kernel rootkit modifying SSDT to hide processes""
        author      = ""Student Dataset""
        date        = ""2026-01-14""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1564/""

    strings:
        // Physical memory access (ring-0 technique)
        $mem   = ""\\.\PhysicalMemory""

        // SSDT hooked function
        $zwq   = ""ZwQuerySystemInformation"" wide ascii

        // Inline hook NOP + JMP pattern
        $hook  = { 90 90 90 E9 ?? ?? ?? ?? }

        // Driver access to raw disk
        $drive = ""\\.\PhysicalDrive0""

        // Driver loading API
        $load  = ""NtLoadDriver"" wide ascii

    condition:
        pe.is_pe and
        filesize < 1MB and
        ($mem and $zwq) or
        ($hook and ($drive or $load))
}","malicious","hard","synthetic_paraphrase"
"64","Identifier les fichiers qui un ver réseau qui se copie sur les partages réseau windows via smb","short_fr","fr","Network Worm","worm","Lateral Movement","T1021","Detect_Network_Worm_SMB","rule Detect_Network_Worm_SMB : worm lateral_movement
{
    meta:
        description = ""Detects worm spreading via SMB network shares""
        author      = ""Student Dataset""
        date        = ""2026-01-14""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1021/""

    strings:
        // File copy API
        $copy  = ""CopyFileA"" wide ascii

        // SMB share path pattern
        $net1  = /\\[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.+/

        // Net command to map drive
        $net2  = ""net use"" nocase

        // IPC share for admin access
        $ipc   = ""IPC$""

        // Admin share
        $admin = ""ADMIN$""

    condition:
        pe.is_pe and
        filesize < 5MB and
        $copy and
        ($net1 or $net2) and
        ($ipc or $admin)
}","malicious","medium","synthetic_paraphrase"
"65","Find any PE file that spyware taking screenshots and uploading them to remote ftp server","short_technical","en","Screenshot Spyware","spyware","Screen Capture","T1113","Detect_Screenshot_Spyware","rule Detect_Screenshot_Spyware : spyware screen_capture
{
    meta:
        description = ""Detects spyware capturing screenshots and uploading via FTP""
        author      = ""Student Dataset""
        date        = ""2026-01-14""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1113/""

    strings:
        // GDI screenshot API chain
        $api1 = ""BitBlt""                  wide ascii
        $api2 = ""GetDesktopWindow""        wide ascii
        $api3 = ""CreateCompatibleBitmap""  wide ascii
        $api4 = ""CreateCompatibleDC""      wide ascii

        // Upload channel
        $ftp  = ""ftp""    nocase wide ascii
        $send = ""WSASend"" wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        3 of ($api1, $api2, $api3, $api4) and
        ($ftp or $send)
}","malicious","medium","synthetic_paraphrase"
"66","Construire une règle pour trouver un rat qui ouvre un backdoor shell sur le port 4444","short_fr","fr","Generic RAT","rat","Remote Access Software","T1219","Detect_RAT_Backdoor_Shell","rule Detect_RAT_Backdoor_Shell : rat backdoor
{
    meta:
        description = ""Detects Remote Access Trojan opening reverse shell on port 4444""
        author      = ""Student Dataset""
        date        = ""2026-01-15""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1219/""

    strings:
        // Port 4444 in little-endian hex
        $port   = { 5C 11 }

        // Socket API calls
        $bind   = ""bind""   wide ascii
        $listen = ""listen"" wide ascii
        $accept = ""accept"" wide ascii

        // Shell execution
        $shell  = ""cmd.exe""  wide ascii
        $sh2    = ""/bin/sh""  wide ascii

        // Netcat tool reference
        $nc     = ""netcat"" nocase

    condition:
        pe.is_pe and
        filesize < 5MB and
        $bind and $listen and $accept and
        ($shell or $sh2 or $nc)
}","malicious","medium","synthetic_paraphrase"
"67","Write a YARA rule to mirai botnet malware targeting iot devices via telnet","short_technical","en","Mirai","botnet","Exploitation of Remote Services","T1210","Detect_Mirai_IoT_Botnet","rule Detect_Mirai_IoT_Botnet : botnet iot mirai
{
    meta:
        description = ""Detects Mirai botnet IoT malware spreading via Telnet brute-force""
        author      = ""Student Dataset""
        date        = ""2026-01-15""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1210/""

    strings:
        // BusyBox environment (embedded Linux)
        $busybox = ""/bin/busybox"" wide ascii

        // Mirai string marker
        $mirai   = ""MIRAI"" wide ascii

        // Telnet brute-force marker
        $telnet  = ""telnet"" nocase wide ascii

        // Kill competing malware
        $kill    = ""kill""   wide ascii

        // Shell execution for persistence
        $exec    = ""/bin/sh"" wide ascii

        // Mirai table entry hex
        $hex1    = { 4D 49 52 41 49 }

    condition:
        filesize < 500KB and
        $busybox and
        ($mirai or $hex1) and
        $telnet and
        $kill and
        $exec
}","malicious","hard","synthetic_paraphrase"
"68","Construire une règle pour trouver xmrig, un crypto-mineur monero qui utilise 100% du cpu","short_fr","fr","XMRig","cryptominer","Resource Hijacking","T1496","Detect_XMRig_Monero_Miner","rule Detect_XMRig_Monero_Miner : cryptominer xmrig
{
    meta:
        description = ""Detects XMRig Monero CPU miner binary and configuration""
        author      = ""Student Dataset""
        date        = ""2026-01-15""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1496/""

    strings:
        // XMRig binary name
        $name1   = ""xmrig""            nocase wide ascii

        // Monero coin reference
        $coin    = ""monero""           nocase wide ascii

        // Mining pool domains
        $pool1   = ""pool.minexmr.com"" wide ascii
        $pool2   = ""xmrpool.eu""       wide ascii

        // XMRig donate address
        $donate  = ""donate.xmrig.com"" wide ascii

        // CPU usage flag
        $cpuflag = ""--max-cpu-usage""  wide ascii

    condition:
        filesize < 20MB and
        ($name1 or $donate) and
        ($coin or $pool1 or $pool2 or $cpuflag)
}","malicious","easy","synthetic_paraphrase"
"69","Build a YARA signature that flags malware using dll side-loading by replacing a legitimate dll","short_technical","en","DLL Sideload","trojan","DLL Side-Loading","T1574.002","Detect_DLL_Sideloading","rule Detect_DLL_Sideloading : trojan dll_sideload
{
    meta:
        description = ""Detects malicious DLL impersonating a legitimate system DLL""
        author      = ""Student Dataset""
        date        = ""2026-01-16""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1574/002/""

    strings:
        // Common legitimate DLLs targeted for sideloading
        $dll1 = ""version.dll""  nocase wide ascii
        $dll2 = ""wininet.dll""  nocase wide ascii
        $dll3 = ""cryptbase.dll"" nocase wide ascii

        // LoadLibrary to load the malicious DLL
        $load = ""LoadLibraryA"" wide ascii

        // PE header magic
        $mz   = { 4D 5A }

        // Export of legitimate function to appear clean
        $exp  = ""DllMain"" wide ascii

    condition:
        pe.is_pe and
        $mz at 0 and
        filesize < 500KB and
        $load and
        ($dll1 or $dll2 or $dll3) and
        $exp
}","malicious","hard","synthetic_paraphrase"
"70","Écrire une règle qui détecte le cheval de troie bancaire zeus qui injecte dans les navigateurs","short_fr","fr","Zeus","banker","Credentials from Web Browsers","T1555.003","Detect_Zeus_Banking_Trojan","rule Detect_Zeus_Banking_Trojan : banker trojan webinject
{
    meta:
        description = ""Detects Zeus banking trojan web injection and form grabbing""
        author      = ""Student Dataset""
        date        = ""2026-01-16""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1555/003/""

    strings:
        // Zeus web inject markers
        $inject1 = ""webinject"" nocase wide ascii
        $inject2 = ""formgrab""  nocase wide ascii

        // Target banking sites
        $bank1   = ""paypal""          nocase wide ascii
        $bank2   = ""bankofamerica""   nocase wide ascii
        $bank3   = ""wellsfargo""      nocase wide ascii

        // HTTP hook API for intercepting browser traffic
        $hook    = ""HttpSendRequest"" wide ascii

        // Zeus config file marker
        $cfg     = ""zeus_config""     nocase

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($inject1 or $inject2 or $cfg) and
        ($bank1 or $bank2 or $bank3) and
        $hook
}","malicious","hard","synthetic_paraphrase"
"71","Build a YARA signature that flags ransomware that deletes volume shadow copies to prevent file recovery","short_technical","en","Shadow Deleter","ransomware","Inhibit System Recovery","T1490","Detect_ShadowCopy_Deletion","rule Detect_ShadowCopy_Deletion : ransomware recovery_inhibit
{
    meta:
        description = ""Detects ransomware deleting VSS shadow copies to prevent recovery""
        author      = ""Student Dataset""
        date        = ""2026-01-16""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1490/""

    strings:
        // vssadmin delete command
        $vss1 = ""vssadmin delete shadows /all /quiet"" nocase wide ascii

        // WMIC shadow copy delete
        $vss2 = ""wmic shadowcopy delete""              nocase wide ascii

        // Disable boot recovery
        $vss3 = ""bcdedit /set {default} recoveryenabled no"" nocase wide ascii

        // Disable automatic repair
        $vss4 = ""wbadmin delete catalog -quiet""       nocase wide ascii

    condition:
        filesize < 10MB and
        any of them
}","malicious","medium","synthetic_paraphrase"
"72","Identifier les fichiers qui un spyware qui accède aux sms et contacts sur android","short_fr","fr","Android Spyware","spyware","Data from Local System","T1005","Detect_Android_SMS_Spyware","rule Detect_Android_SMS_Spyware : spyware android mobile
{
    meta:
        description = ""Detects Android spyware accessing SMS, contacts and GPS location""
        author      = ""Student Dataset""
        date        = ""2026-01-16""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1005/""

    strings:
        // Android permissions in manifest
        $perm1 = ""READ_CONTACTS""       wide ascii
        $perm2 = ""READ_SMS""            wide ascii
        $perm3 = ""ACCESS_FINE_LOCATION"" wide ascii
        $perm4 = ""READ_CALL_LOG""       wide ascii

        // Exfiltration method
        $upload = ""uploadData""    wide ascii
        $http   = ""HttpPost""      wide ascii

        // Background service for stealth
        $svc    = ""BackgroundService"" wide ascii

    condition:
        filesize < 20MB and
        3 of ($perm1, $perm2, $perm3, $perm4) and
        ($upload or $http) and
        $svc
}","malicious","medium","synthetic_paraphrase"
"73","Generate a detection for mimikatz tool used to dump credentials from windows lsass process","short_technical","en","Mimikatz","credential_stealer","OS Credential Dumping","T1003.001","Detect_Mimikatz_Credential_Dump","rule Detect_Mimikatz_Credential_Dump : credential_stealer mimikatz
{
    meta:
        description = ""Detects Mimikatz credential dumping tool variants""
        author      = ""Student Dataset""
        date        = ""2026-01-17""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1003/001/""

    strings:
        // Mimikatz binary name
        $name1   = ""mimikatz""                   nocase wide ascii

        // Mimikatz module names
        $mod1    = ""sekurlsa""                   nocase wide ascii
        $mod2    = ""lsadump""                    nocase wide ascii

        // LSASS process target
        $lsass   = ""lsass""                      nocase wide ascii

        // Mimikatz commands
        $cmd1    = ""privilege::debug""           nocase wide ascii
        $cmd2    = ""sekurlsa::logonpasswords""   nocase wide ascii

        // Hex signature from Mimikatz binary
        $hex1    = { 6D 69 6D 69 6B 61 74 7A }

    condition:
        filesize < 50MB and
        ($name1 or $hex1 or ($mod1 and $cmd2)) and
        ($lsass or $cmd1)
}","malicious","medium","synthetic_paraphrase"
"74","Generate a detection for agent tesla infostealer exfiltrating stolen data via smtp email","short_technical","en","Agent Tesla","infostealer","Exfiltration Over Alternative Protocol","T1048.002","Detect_AgentTesla_SMTP_Exfil","rule Detect_AgentTesla_SMTP_Exfil : infostealer agenttesla smtp
{
    meta:
        description = ""Detects Agent Tesla infostealer using SMTP to exfiltrate credentials""
        author      = ""Student Dataset""
        date        = ""2026-01-17""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1048/002/""

    strings:
        // Agent Tesla marker
        $tesla  = ""AgentTesla""       nocase wide ascii

        // SMTP exfiltration infrastructure
        $smtp1  = ""smtp.gmail.com""   wide ascii
        $smtp2  = ""smtp.mail.ru""     wide ascii
        $smtp3  = ""MAIL FROM:""       wide ascii

        // Keylogging API
        $key    = ""GetAsyncKeyState"" wide ascii

        // Clipboard stealing
        $clip   = ""GetClipboardData"" wide ascii

        // Browser credential path
        $chrome = ""Google\Chrome\User Data"" wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($tesla or ($smtp1 or $smtp2) and $smtp3) and
        ($key or $clip or $chrome)
}","malicious","hard","synthetic_paraphrase"
"75","Écrire une règle qui détecte cobalt strike beacon utilisé par des groupes apt","short_fr","fr","Cobalt Strike","apt_tool","Command and Control","T1071","Detect_CobaltStrike_Beacon","rule Detect_CobaltStrike_Beacon : apt_tool c2 cobaltstrike
{
    meta:
        description = ""Detects Cobalt Strike beacon used by APT actors for C2""
        author      = ""Student Dataset""
        date        = ""2026-01-17""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1071/""

    strings:
        // Named pipe used by Cobalt Strike
        $pipe    = ""\\.\pipe\msagent_"" wide ascii

        // Cobalt Strike string artifacts
        $cs1     = ""beacon""        nocase wide ascii
        $cs2     = ""cobaltstrike""  nocase wide ascii

        // Sleep obfuscation byte pattern
        $sleep   = { 48 83 EC 20 B8 01 00 00 00 }

        // CS default config XOR key bytes
        $cfg     = { 69 68 69 68 69 6B }

        // Staged payload HTTP request pattern
        $http    = ""/submit.php"" wide ascii

    condition:
        pe.is_pe and
        filesize < 20MB and
        ($pipe or $cs2 or $cs1) and
        ($sleep or $cfg or $http)
}","malicious","hard","synthetic_paraphrase"
"76","I need to identify malware communicating over dns tunneling to exfiltrate data","short_technical","en","DNS Tunneler","trojan","Exfiltration Over Alternative Protocol","T1048","Detect_DNS_Tunneling_Exfil","rule Detect_DNS_Tunneling_Exfil : trojan exfiltration dns
{
    meta:
        description = ""Detects DNS tunneling used to exfiltrate data over DNS queries""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1048/""

    strings:
        // DNS query API calls
        $dns1 = ""DnsQuery""      wide ascii
        $dns2 = ""gethostbyname"" wide ascii
        $dns3 = ""DnsQueryEx""    wide ascii

        // Long subdomain pattern used for tunneling (data encoded in subdomain)
        $long_sub = /[a-zA-Z0-9]{30,}\.[a-z]{2,6}/

        // Known DNS tunnel tool names
        $iodine = ""iodine""   nocase wide ascii
        $dnsx   = ""dnscat""   nocase wide ascii
        $tool3  = ""dns2tcp""  nocase wide ascii

    condition:
        filesize < 10MB and
        ($dns1 or $dns2 or $dns3) and
        ($long_sub or $iodine or $dnsx or $tool3)
}","malicious","hard","synthetic_paraphrase"
"77","Générer une signature YARA pour un malware avec des techniques anti-sandbox pour éviter l'analyse","short_fr","fr","Anti-Sandbox","trojan","Virtualization/Sandbox Evasion","T1497","Detect_AntiSandbox_Evasion","rule Detect_AntiSandbox_Evasion : trojan evasion anti_analysis
{
    meta:
        description = ""Detects anti-sandbox and anti-VM evasion techniques""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1497/""

    strings:
        // Virtual machine detection strings
        $vm1   = ""VMware""       nocase wide ascii
        $vm2   = ""VirtualBox""   nocase wide ascii
        $vm3   = ""QEMU""         nocase wide ascii
        $vm4   = ""Sandboxie""    nocase wide ascii

        // Anti-debug API
        $dbg1  = ""IsDebuggerPresent""         wide ascii
        $dbg2  = ""CheckRemoteDebuggerPresent"" wide ascii

        // Time-based evasion
        $sleep = ""Sleep""          wide ascii
        $tick  = ""GetTickCount""   wide ascii

        // Mouse activity check (sandbox has no mouse)
        $mouse = ""GetCursorPos""   wide ascii

    condition:
        pe.is_pe and
        filesize < 10MB and
        ($vm1 or $vm2 or $vm3 or $vm4 or $dbg1 or $dbg2) and
        ($sleep or $tick or $mouse)
}","malicious","hard","synthetic_paraphrase"
"78","Find any PE file that mbr wiper malware that overwrites master boot record to destroy system","short_technical","en","MBR Wiper","wiper","Disk Wipe","T1561.002","Detect_MBR_Wiper_Malware","rule Detect_MBR_Wiper_Malware : wiper destructive mbr
{
    meta:
        description = ""Detects MBR wiper malware overwriting Master Boot Record""
        author      = ""Student Dataset""
        date        = ""2026-01-20""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1561/002/""

    strings:
        // Raw disk access via device path
        $disk   = ""\\.\PhysicalDrive0"" wide ascii

        // Write API to overwrite MBR
        $write  = ""WriteFile""           wide ascii

        // Device control for low-level disk operations
        $ioctl  = ""DeviceIoControl""     wide ascii

        // Zero-fill pattern (512 bytes overwrite signature)
        $zeros  = { 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
                    00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 }

        // Known wiper marker strings
        $wiper1 = ""Shamoon""  nocase
        $wiper2 = ""Destover"" nocase

    condition:
        pe.is_pe and
        filesize < 5MB and
        $disk and
        ($write or $ioctl) and
        ($zeros or $wiper1 or $wiper2)
}","malicious","hard","synthetic_paraphrase"
"79","Écrire une règle qui détecte un malware qui modifie le fichier hosts pour rediriger le trafic","short_fr","fr","Hosts Modifier","trojan","Boot or Logon Autostart Execution","T1547","Detect_Hosts_File_Modification","rule Detect_Hosts_File_Modification : trojan redirect dns_hijack
{
    meta:
        description = ""Detects malware modifying Windows hosts file to redirect traffic""
        author      = ""Student Dataset""
        date        = ""2026-01-21""
        severity    = ""medium""
        reference   = ""https://attack.mitre.org/techniques/T1547/""

    strings:
        // Windows hosts file path
        $hosts1 = ""C:\Windows\System32\drivers\etc\hosts"" wide ascii
        $hosts2 = ""\drivers\etc\hosts""                      wide ascii

        // File write API
        $write  = ""WriteFile"" wide ascii

        // Redirect to loopback or null
        $redir1 = ""127.0.0.1"" wide ascii
        $redir2 = ""0.0.0.0""   wide ascii

        // Example bank domain redirection
        $bank   = ""paypal.com""    nocase wide ascii

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($hosts1 or $hosts2) and
        $write and
        ($redir1 or $redir2)
}","malicious","medium","synthetic_paraphrase"
"80","Create a detection rule for dropper that extracts and runs embedded executable from its resources","short_technical","en","Resource Dropper","dropper","Obfuscated Files or Information","T1027.009","Detect_Resource_Dropper_PE","rule Detect_Resource_Dropper_PE : dropper embedded_payload
{
    meta:
        description = ""Detects dropper extracting and executing embedded PE from resources""
        author      = ""Student Dataset""
        date        = ""2026-01-21""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1027/009/""

    strings:
        // Resource access API chain
        $res1 = ""FindResource""    wide ascii
        $res2 = ""LoadResource""    wide ascii
        $res3 = ""LockResource""    wide ascii
        $res4 = ""SizeofResource""  wide ascii

        // Write extracted payload to disk
        $write  = ""WriteFile""     wide ascii

        // Execute dropped file
        $exec1  = ""CreateProcess"" wide ascii
        $exec2  = ""ShellExecute""  wide ascii

    condition:
        pe.is_pe and
        filesize < 20MB and
        3 of ($res1, $res2, $res3, $res4) and
        $write and
        ($exec1 or $exec2)
}","malicious","hard","synthetic_paraphrase"
"81","Générer une signature YARA pour un macro word malveillant qui télécharge un payload via powershell","short_fr","fr","Maldoc Word","maldoc","Phishing: Spearphishing Attachment","T1566.001","Detect_Maldoc_Word_Macro_Dropper","rule Detect_Maldoc_Word_Macro_Dropper : maldoc phishing macro
{
    meta:
        description = ""Detects malicious Word document with macro that downloads payload""
        author      = ""Student Dataset""
        date        = ""2026-01-21""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1566/001/""

    strings:
        // VBA macro auto-execution triggers
        $auto1  = ""AutoOpen""        wide ascii
        $auto2  = ""Document_Open""   wide ascii

        // Shell execution in macro
        $shell1 = ""Shell""           wide ascii
        $shell2 = ""WScript.Shell""   wide ascii

        // PowerShell download cradle inside macro
        $ps     = ""powershell""      nocase wide ascii
        $dl     = ""DownloadFile""    wide ascii

        // URL pattern in document
        $url    = /https?:\/\/[a-zA-Z0-9.\/-]{10,}/

    condition:
        filesize < 10MB and
        ($auto1 or $auto2) and
        ($shell1 or $shell2) and
        $ps and
        ($dl or $url)
}","malicious","medium","synthetic_paraphrase"
"82","Find any PE file that fileless malware using reflective dll injection running only in memory","short_technical","en","Fileless Malware","apt_tool","Process Injection: Reflective DLL","T1055.001","Detect_Reflective_DLL_Injection","rule Detect_Reflective_DLL_Injection : apt_tool fileless injection
{
    meta:
        description = ""Detects reflective DLL injection technique for fileless execution""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""critical""
        reference   = ""https://attack.mitre.org/techniques/T1055/001/""

    strings:
        // Reflective loader export name
        $reflect1 = ""ReflectiveLoader"" wide ascii

        // Reflective loader in hex
        $reflect2 = { 52 65 66 6C 65 63 74 69 76 65 4C 6F 61 64 65 72 }

        // Memory allocation for in-memory payload
        $valloc   = ""VirtualAlloc""     wide ascii
        $valloc2  = ""VirtualAllocEx""   wide ascii

        // No-file write (used with in-memory execution)
        $nof      = ""NtCreateSection""  wide ascii

        // Function pointer call pattern (shellcode stub)
        $stub     = { 55 8B EC 83 EC ?? 53 56 57 }

    condition:
        pe.is_pe and
        filesize < 5MB and
        ($reflect1 or $reflect2) and
        ($valloc or $valloc2 or $nof)
}","malicious","hard","synthetic_paraphrase"
"83","Écrire une règle qui détecte un malware qui utilise tor pour anonymiser ses communications c2","short_fr","fr","Tor C2","trojan","Proxy: Multi-hop Proxy","T1090.003","Detect_Tor_C2_Communication","rule Detect_Tor_C2_Communication : trojan tor proxy anonymization
{
    meta:
        description = ""Detects malware routing C2 traffic through Tor network""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1090/003/""

    strings:
        // Tor hidden service domain
        $onion   = "".onion""          wide ascii

        // Tor SOCKS proxy default address
        $socks   = ""127.0.0.1:9050"" wide ascii

        // Tor reference strings
        $tor1    = ""tor""             nocase wide ascii

        // SOCKS5 protocol marker
        $socks5  = ""SOCKS5""          wide ascii

        // Tor browser/binary references
        $tb      = ""tor.exe""         nocase wide ascii

    condition:
        filesize < 20MB and
        ($onion or $socks) and
        ($tor1 or $socks5 or $tb)
}","malicious","hard","synthetic_paraphrase"
"84","Generate a detection for macro excel file that launches powershell when workbook opens","short_technical","en","Excel Macro","maldoc","Phishing","T1566","Detect_Excel_Macro_PowerShell","rule Detect_Excel_Macro_PowerShell : maldoc excel macro powershell
{
    meta:
        description = ""Detects malicious Excel macro launching PowerShell on workbook open""
        author      = ""Student Dataset""
        date        = ""2026-01-22""
        severity    = ""high""
        reference   = ""https://attack.mitre.org/techniques/T1566/""

    strings:
        // Excel macro auto-open trigger
        $wb_open  = ""Workbook_Open""        wide ascii
        $auto     = ""Auto_Open""            wide ascii

        // PowerShell invocation
        $ps       = ""powershell""           nocase wide ascii

        // Obfuscated PS flags
        $enc      = ""-encodedcommand""      nocase wide ascii
        $bypass   = ""-executionpolicy bypass"" nocase wide ascii
        $nop      = ""-noprofile""           nocase wide ascii

        // Download method
        $dl       = ""DownloadString""       wide ascii

    condition:
        filesize < 5MB and
        ($wb_open or $auto) and
        $ps and
        ($enc or $bypass or $nop or $dl)
}","malicious","medium","synthetic_paraphrase"
